2024-07-14 21:58:33,945: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-07-14 21:58:34,643: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-07-14 21:58:34,643: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-07-14 21:58:34,643: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-07-14 21:58:34,644: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-07-14 21:58:34,644: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-14 21:58:34[0m
2024-07-14 21:58:34,644: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-14 21:58:34,649: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-14 21:58:35,560: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-14 21:58:35[0m
2024-07-14 21:58:35,561: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-14 21:58:35,561: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-07-14 21:58:35,561: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-07-14 21:58:35,562: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-14 21:58:35[0m
2024-07-14 21:58:35,562: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-14 21:58:35,563: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-14 21:58:35,715: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-14 21:58:35[0m
2024-07-14 21:58:35,716: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-14 21:58:35,717: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-07-14 21:58:35,717: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-07-14 21:58:35,717: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-07-14 21:58:35,718: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-07-14 21:58:35,719: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-07-14 21:58:35,719: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-07-14 21:58:35,720: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-07-14 21:58:35,720: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-07-14 21:58:35,720: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-07-14 21:58:35,720: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-07-14 21:58:35,721: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-14 21:58:35[0m
2024-07-14 21:58:35,721: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-14 21:58:35,722: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-14 21:58:35,901: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-14 21:58:35[0m
2024-07-14 21:58:35,903: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-14 21:58:35,903: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-07-14 21:58:35,903: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
