2024-07-11 20:54:56,985: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-07-11 20:54:57,694: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-11 20:54:57,696: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-07-11 20:54:57,696: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-11 20:54:57,696: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-07-11 20:54:57,697: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-11 20:54:57[0m
2024-07-11 20:54:57,697: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2024-07-11 20:54:57,699: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-11 20:54:57[0m
2024-07-11 20:54:57,699: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-11 20:54:57,699: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-11 20:54:58,302: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-11 20:54:58,303: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-07-11 20:54:58,304: root: INFO: market order of | 10 SPY buy | with status new was filled
2024-07-11 20:54:58,310: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-11 20:54:58,312: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-07-11 20:54:58,312: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-07-11 20:54:58,314: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-07-11 20:54:58,315: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-11 20:54:58,317: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-11 20:54:58,317: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-07-11 20:54:58,318: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-07-11 20:54:58,318: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-11 20:54:58,319: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-11 20:54:58,321: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-07-11 20:54:58,322: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-07-11 20:54:58,322: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-07-11 20:54:58,324: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,324: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,325: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-11 20:54:58,326: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-07-11 20:54:58,326: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-07-11 20:54:58,327: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,327: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,328: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-11 20:54:58,328: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-07-11 20:54:58,329: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-07-11 20:54:58,330: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,330: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,331: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-07-11 20:54:58,332: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-07-11 20:54:58,332: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
2024-07-11 20:54:58,334: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,334: root: INFO: [34mMLTrader : Trading iteration ended at 2024-07-11 20:54:58[0m
2024-07-11 20:54:58,335: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
